Method,Payoff,S0,E,r,sigma,T,N,M,Parallel,T_overall,T_calculation,Result,Error
OMP,call,100,100,0.1,0.2,1,25000000,0,1,160.0454444,160.0454238,11.61793114,0.01793113853
OMP,call,100,100,0.1,0.2,1,25000000,0,5,105.3607588,105.3607446,11.6186141,0.01861409889
OMP,call,100,100,0.1,0.2,1,25000000,0,10,98.55241381,98.55239265,11.62318032,0.02318032012
OMP,call,100,100,0.1,0.2,1,25000000,0,25,95.2288555,95.22882853,11.62238545,0.02238545393
OMP,call,100,100,0.1,0.2,1,25000000,0,32,94.89734387,94.8973218,11.61922115,0.01922115025
OMP,call,100,100,0.1,0.2,1,25000000,0,50,94.55865891,94.55864304,11.62456948,0.02456947827
OMP,call,100,100,0.1,0.2,1,25000000,0,64,94.6362241,94.63619275,11.61790582,0.01790582166
OMP,call,100,100,0.1,0.2,1,25000000,0,100,95.22837345,95.22835454,11.61770716,0.01770716138
OMP,call,100,100,0.1,0.2,1,25000000,0,125,94.9308176,94.93075825,11.62157407,0.02157406966
OMP,call,100,100,0.1,0.2,1,50000000,0,1,318.2649641,318.2649461,11.62421865,0.02421864835
OMP,call,100,100,0.1,0.2,1,50000000,0,5,212.5872704,212.5872485,11.62225084,0.02225084343
OMP,call,100,100,0.1,0.2,1,50000000,0,10,199.0628522,199.0628102,11.61901426,0.01901425715
OMP,call,100,100,0.1,0.2,1,50000000,0,25,190.3055131,190.3054924,11.62330528,0.02330528318
OMP,call,100,100,0.1,0.2,1,50000000,0,32,189.9525649,189.952538,11.6212766,0.02127659683
OMP,call,100,100,0.1,0.2,1,50000000,0,50,190.0362513,190.0362097,11.61931377,0.01931377328
OMP,call,100,100,0.1,0.2,1,50000000,0,64,190.579712,190.5796819,11.61955393,0.01955393499
OMP,call,100,100,0.1,0.2,1,50000000,0,100,191.2225672,191.2225317,11.62039669,0.02039669368
OMP,call,100,100,0.1,0.2,1,50000000,0,125,189.0857824,189.0857521,11.61956118,0.01956117671
OMP,call,100,100,0.1,0.2,1,75000000,0,1,476.5475884,476.5475722,11.6216124,0.02161239772
OMP,call,100,100,0.1,0.2,1,75000000,0,5,316.1267826,316.1267682,11.62130812,0.02130811743
OMP,call,100,100,0.1,0.2,1,75000000,0,10,296.2960933,296.2960758,11.61764552,0.01764552306
OMP,call,100,100,0.1,0.2,1,75000000,0,25,285.1025779,285.1025458,11.6192248,0.01922479672
OMP,call,100,100,0.1,0.2,1,75000000,0,32,283.4791473,283.4791273,11.61638506,0.01638505696
OMP,call,100,100,0.1,0.2,1,75000000,0,50,282.7155022,282.7154881,11.61832487,0.0183248718
OMP,call,100,100,0.1,0.2,1,75000000,0,64,283.3334126,283.3333965,11.6200873,0.02008730065
OMP,call,100,100,0.1,0.2,1,75000000,0,100,282.9135687,282.9135392,11.62033704,0.0203370437
OMP,call,100,100,0.1,0.2,1,75000000,0,125,282.6365622,282.636518,11.62028442,0.02028441975
OMP,call,100,100,0.1,0.2,1,100000000,0,1,632.9720205,632.9719901,11.6204108,0.02041079806
OMP,call,100,100,0.1,0.2,1,100000000,0,5,420.948744,420.9486958,11.62146492,0.02146492081
OMP,call,100,100,0.1,0.2,1,100000000,0,10,394.9871564,394.9871332,11.61954217,0.01954216926
