Method,Payoff,S0,E,r,sigma,T,N,M,Parallel,T_overall,T_calculation,Result,Error
Hybrid,call,100,110,0.02,0.75,1,8192,100,1001,0.274284796,0.153893622,13.44557198,-0.4144280243
Hybrid,call,100,110,0.02,0.75,1,8192,250,1001,0.496569352,0.375924759,13.54265105,-0.317348946
Hybrid,call,100,110,0.02,0.75,1,8192,500,1001,0.872915771,0.753117671,13.42378912,-0.43621088
Hybrid,call,100,110,0.02,0.75,1,8192,750,1001,1.25176822,1.131630955,13.66763496,-0.1923650407
Hybrid,call,100,110,0.02,0.75,1,8192,1000,1001,1.623732445,1.502671362,13.515095,-0.3449049984
Hybrid,call,100,110,0.02,0.75,1,16384,50,1001,0.273660326,0.148984543,13.87875528,0.01875528452
Hybrid,call,100,110,0.02,0.75,1,16384,100,1001,0.422710888,0.301547625,13.73945402,-0.1205459818
Hybrid,call,100,110,0.02,0.75,1,16384,250,1001,0.873040668,0.753234387,13.3662174,-0.4937826041
Hybrid,call,100,110,0.02,0.75,1,16384,500,1001,1.645846039,1.522844685,13.52248276,-0.3375172407
Hybrid,call,100,110,0.02,0.75,1,16384,750,1001,2.409980127,2.288699831,13.91149859,0.05149858973
Hybrid,call,100,110,0.02,0.75,1,16384,1000,1001,3.182979071,3.061859762,14.17772957,0.3177295744
Hybrid,call,100,110,0.02,0.75,1,65536,50,1001,0.752575945,0.630667091,13.57952611,-0.2804738935
Hybrid,call,100,110,0.02,0.75,1,65536,100,1001,1.312140757,1.191401404,13.5901982,-0.2698018046
Hybrid,call,100,110,0.02,0.75,1,65536,250,1001,3.170665647,3.048337692,13.83791758,-0.02208242438
Hybrid,call,100,110,0.02,0.75,1,65536,500,1001,6.23643004,6.113746639,13.61862125,-0.2413787548
Hybrid,call,100,110,0.02,0.75,1,65536,750,1001,9.183642095,9.063306912,13.75157056,-0.1084294352
Hybrid,call,100,110,0.02,0.75,1,65536,1000,1001,12.23222305,12.11131371,13.56699723,-0.293002774
Hybrid,call,100,110,0.02,0.75,1,131072,50,1001,1.385508365,1.263125913,13.34433485,-0.5156651453
Hybrid,call,100,110,0.02,0.75,1,131072,100,1001,2.635318454,2.512279662,13.62553907,-0.2344609265
Hybrid,call,100,110,0.02,0.75,1,131072,250,1001,6.195348666,6.073179186,13.61348279,-0.2465172074
Hybrid,call,100,110,0.02,0.75,1,131072,500,1001,12.37950944,12.25817709,13.66578255,-0.1942174452
Hybrid,call,100,110,0.02,0.75,1,131072,750,1001,18.27839172,18.15711091,13.52529864,-0.3347013591
Hybrid,call,100,110,0.02,0.75,1,131072,1000,1001,24.51616881,24.39500071,13.71958085,-0.1404191461
Hybrid,call,100,110,0.02,0.75,1,1024,50,2002,0.138225132,0.007637051,10.89288883,-2.967111169
Hybrid,call,100,110,0.02,0.75,1,1024,50,2004,0.135948161,0.009088456,10.93177779,-2.928222209
Hybrid,call,100,110,0.02,0.75,1,1024,50,2008,0.139395602,0.009024728,10.91748744,-2.942512564
Hybrid,call,100,110,0.02,0.75,1,1024,50,4002,0.144515445,0.004285533,10.6765309,-3.183469102
Hybrid,call,100,110,0.02,0.75,1,1024,50,4004,0.138673207,0.003759787,15.34728402,1.48728402
Hybrid,call,100,110,0.02,0.75,1,1024,50,4008,0.136440899,0.004138482,15.36902638,1.50902638
Hybrid,call,100,110,0.02,0.75,1,1024,50,8002,0.150454833,0.00204012,14.77270842,0.9127084196
Hybrid,call,100,110,0.02,0.75,1,1024,50,8004,0.152021054,0.00240331,14.79872625,0.9387262508
Hybrid,call,100,110,0.02,0.75,1,1024,50,8008,0.154780063,0.003461156,14.79609932,0.9360993174
Hybrid,call,100,110,0.02,0.75,1,1024,100,2002,0.139647568,0.013268925,11.83232,-2.027680002
Hybrid,call,100,110,0.02,0.75,1,1024,100,2004,0.144112398,0.01467448,11.79803951,-2.061960485
Hybrid,call,100,110,0.02,0.75,1,1024,100,2008,0.139956183,0.013521514,11.81143795,-2.048562047
Hybrid,call,100,110,0.02,0.75,1,1024,100,4002,0.142582441,0.007222732,13.84518807,-0.01481192786
Hybrid,call,100,110,0.02,0.75,1,1024,100,4004,0.143785697,0.00835903,15.51676548,1.656765479
Hybrid,call,100,110,0.02,0.75,1,1024,100,4008,0.143775863,0.007766309,15.53214195,1.672141948
Hybrid,call,100,110,0.02,0.75,1,1024,100,8002,0.153145806,0.002922762,15.22712657,1.367126566
Hybrid,call,100,110,0.02,0.75,1,1024,100,8004,0.156400484,0.00393841,15.21573675,1.355736749
Hybrid,call,100,110,0.02,0.75,1,1024,100,8008,0.160055352,0.004012994,12.83537668,-1.02462332
Hybrid,call,100,110,0.02,0.75,1,1024,250,2002,0.155498247,0.027378429,13.52418154,-0.33581846
Hybrid,call,100,110,0.02,0.75,1,1024,250,2004,0.15761403,0.026417736,13.51745698,-0.3425430151
Hybrid,call,100,110,0.02,0.75,1,1024,250,2008,0.159828528,0.028463906,13.67532438,-0.1846756206
Hybrid,call,100,110,0.02,0.75,1,1024,250,4002,0.155682308,0.013356668,13.08739327,-0.7726067282
Hybrid,call,100,110,0.02,0.75,1,1024,250,4004,0.154587783,0.013735693,13.07977945,-0.7802205502
Hybrid,call,100,110,0.02,0.75,1,1024,250,4008,0.15595579,0.017407808,13.08196437,-0.7780356299
Hybrid,call,100,110,0.02,0.75,1,1024,250,8002,0.161402867,0.008752522,15.68686067,1.826860666
Hybrid,call,100,110,0.02,0.75,1,1024,250,8004,0.17378516,0.007490953,15.69122165,1.831221653
Hybrid,call,100,110,0.02,0.75,1,1024,250,8008,0.161208411,0.009130844,15.68154104,1.821541045
Hybrid,call,100,110,0.02,0.75,1,1024,500,2002,0.18260564,0.051217871,14.36179674,0.5017967432
Hybrid,call,100,110,0.02,0.75,1,1024,500,2004,0.181153982,0.052099355,13.63314365,-0.2268563527
Hybrid,call,100,110,0.02,0.75,1,1024,500,2008,0.18226906,0.053376371,13.63503649,-0.2249635091
Hybrid,call,100,110,0.02,0.75,1,1024,500,4002,0.178020956,0.041308475,16.03639648,2.176396481
Hybrid,call,100,110,0.02,0.75,1,1024,500,4004,0.168587613,0.027659707,12.68236099,-1.177639009
Hybrid,call,100,110,0.02,0.75,1,1024,500,4008,0.16774889,0.028290152,12.68683401,-1.173165986
Hybrid,call,100,110,0.02,0.75,1,1024,500,8002,0.162839491,0.013258667,12.1924095,-1.667590498
Hybrid,call,100,110,0.02,0.75,1,1024,500,8004,0.165676918,0.0150053,12.19235472,-1.667645278
Hybrid,call,100,110,0.02,0.75,1,1024,500,8008,0.169265373,0.014685267,14.13505389,0.2750538855
Hybrid,call,100,110,0.02,0.75,1,1024,750,2002,0.201443157,0.075315848,14.33558428,0.4755842784
Hybrid,call,100,110,0.02,0.75,1,1024,750,2004,0.218745857,0.085235845,14.33536881,0.4753688102
Hybrid,call,100,110,0.02,0.75,1,1024,750,2008,0.208239912,0.077386578,14.33693499,0.4769349866
Hybrid,call,100,110,0.02,0.75,1,1024,750,4002,0.175024304,0.038306795,13.55148423,-0.3085157653
Hybrid,call,100,110,0.02,0.75,1,1024,750,4004,0.183302181,0.047050415,13.55039926,-0.3096007367
Hybrid,call,100,110,0.02,0.75,1,1024,750,4008,0.175932256,0.039324755,13.55165346,-0.3083465385
Hybrid,call,100,110,0.02,0.75,1,1024,750,8002,0.174988093,0.025530784,13.94291103,0.08291102612
Hybrid,call,100,110,0.02,0.75,1,1024,750,8004,0.168341111,0.019764921,13.94394182,0.08394182178
Hybrid,call,100,110,0.02,0.75,1,1024,750,8008,0.174949761,0.026099952,13.94528068,0.08528068228
Hybrid,call,100,110,0.02,0.75,1,1024,1000,2002,0.231355131,0.098822132,14.16422254,0.3042225399
Hybrid,call,100,110,0.02,0.75,1,1024,1000,2004,0.223271938,0.096040129,14.16520993,0.3052099287
Hybrid,call,100,110,0.02,0.75,1,1024,1000,2008,0.237964432,0.109264154,14.16621113,0.3062111308
Hybrid,call,100,110,0.02,0.75,1,1024,1000,4002,0.205745204,0.067742927,13.20435153,-0.6556484654
Hybrid,call,100,110,0.02,0.75,1,1024,1000,4004,0.189057245,0.052062523,13.20392805,-0.6560719543
Hybrid,call,100,110,0.02,0.75,1,1024,1000,4008,0.191669133,0.051494614,13.20517552,-0.6548244786
Hybrid,call,100,110,0.02,0.75,1,1024,1000,8002,0.180936215,0.032736726,12.7353189,-1.1246811
Hybrid,call,100,110,0.02,0.75,1,1024,1000,8004,0.173610351,0.026536868,14.31387901,0.453879011
Hybrid,call,100,110,0.02,0.75,1,1024,1000,8008,0.176204307,0.026173777,14.31337608,0.4533760778
Hybrid,call,100,110,0.02,0.75,1,8192,50,2002,0.172028284,0.042033177,13.86140053,0.001400525947
Hybrid,call,100,110,0.02,0.75,1,8192,50,2004,0.176051316,0.043707128,13.21248779,-0.6475122107
Hybrid,call,100,110,0.02,0.75,1,8192,50,2008,0.17152413,0.042086752,13.38858538,-0.4714146242
Hybrid,call,100,110,0.02,0.75,1,8192,50,4002,0.159879078,0.0212666,13.15653758,-0.7034624187
Hybrid,call,100,110,0.02,0.75,1,8192,50,4004,0.165001834,0.021367548,13.20163947,-0.6583605306
Hybrid,call,100,110,0.02,0.75,1,8192,50,4008,0.17119857,0.024037723,13.93773143,0.07773142884
Hybrid,call,100,110,0.02,0.75,1,8192,50,8002,0.203026939,0.011864718,13.68439486,-0.1756051384
Hybrid,call,100,110,0.02,0.75,1,8192,50,8004,0.186422927,0.014102376,13.58486727,-0.2751327265
Hybrid,call,100,110,0.02,0.75,1,8192,50,8008,0.166131771,0.013381209,13.46226343,-0.397736565
Hybrid,call,100,110,0.02,0.75,1,8192,100,2002,0.215351875,0.080950322,13.79122688,-0.06877312135
Hybrid,call,100,110,0.02,0.75,1,8192,100,2004,0.206910708,0.080095836,14.17332966,0.3133296556
Hybrid,call,100,110,0.02,0.75,1,8192,100,2008,0.20943616,0.082119066,14.35640199,0.4964019851
Hybrid,call,100,110,0.02,0.75,1,8192,100,4002,0.177594699,0.042600692,14.02499634,0.1649963435
Hybrid,call,100,110,0.02,0.75,1,8192,100,4004,0.182373665,0.048915632,13.94007926,0.0800792593
Hybrid,call,100,110,0.02,0.75,1,8192,100,4008,0.178392435,0.041546845,13.94958321,0.0895832137
Hybrid,call,100,110,0.02,0.75,1,8192,100,8002,0.176037243,0.027054341,13.26676793,-0.5932320729
Hybrid,call,100,110,0.02,0.75,1,8192,100,8004,0.188069334,0.027670095,13.22665685,-0.6333431514
Hybrid,call,100,110,0.02,0.75,1,8192,100,8008,0.177713448,0.021235904,13.21994827,-0.6400517331
Hybrid,call,100,110,0.02,0.75,1,8192,250,2002,0.338489188,0.204825541,13.40432859,-0.4556714053
Hybrid,call,100,110,0.02,0.75,1,8192,250,2004,0.327192206,0.195199769,13.65171394,-0.2082860614
Hybrid,call,100,110,0.02,0.75,1,8192,250,2008,0.32863426,0.19687647,13.62970971,-0.2302902882
Hybrid,call,100,110,0.02,0.75,1,8192,250,4002,0.238306362,0.100374924,13.20595161,-0.6540483869
Hybrid,call,100,110,0.02,0.75,1,8192,250,4004,0.239159728,0.100311529,13.29469037,-0.5653096338
Hybrid,call,100,110,0.02,0.75,1,8192,250,4008,0.233179963,0.097401146,13.29399071,-0.5660092899
Hybrid,call,100,110,0.02,0.75,1,8192,250,8002,0.195300168,0.050935795,13.44818986,-0.4118101443
Hybrid,call,100,110,0.02,0.75,1,8192,250,8004,0.215361697,0.063699463,13.44638879,-0.4136112092
Hybrid,call,100,110,0.02,0.75,1,8192,250,8008,0.198066723,0.050852937,13.44597869,-0.414021308
Hybrid,call,100,110,0.02,0.75,1,8192,500,2002,0.530088942,0.4017925,13.80709124,-0.05290876422
Hybrid,call,100,110,0.02,0.75,1,8192,500,2004,0.540865981,0.408672527,14.32781186,0.4678118589
Hybrid,call,100,110,0.02,0.75,1,8192,500,2008,0.525241115,0.396377867,12.80245157,-1.057548428
Hybrid,call,100,110,0.02,0.75,1,8192,500,4002,0.337707861,0.203559705,14.31356627,0.4535662741
Hybrid,call,100,110,0.02,0.75,1,8192,500,4004,0.337058212,0.201780755,14.26359263,0.4035926332
Hybrid,call,100,110,0.02,0.75,1,8192,500,4008,0.346826061,0.208706183,14.26401588,0.4040158826
Hybrid,call,100,110,0.02,0.75,1,8192,500,8002,0.273396854,0.11646771,13.73080961,-0.1291903942
Hybrid,call,100,110,0.02,0.75,1,8192,500,8004,0.262843877,0.112830605,13.73134873,-0.1286512712
Hybrid,call,100,110,0.02,0.75,1,8192,500,8008,0.256582652,0.097346036,13.96943693,0.109436934
Hybrid,call,100,110,0.02,0.75,1,8192,750,2002,0.720472826,0.589228597,13.92996092,0.06996092282
Hybrid,call,100,110,0.02,0.75,1,8192,750,2004,0.703084874,0.574298239,13.15255706,-0.7074429394
Hybrid,call,100,110,0.02,0.75,1,8192,750,2008,0.705131058,0.575012014,13.36351376,-0.4964862411
Hybrid,call,100,110,0.02,0.75,1,8192,750,4002,0.436279992,0.296710524,12.34651902,-1.513480975
Hybrid,call,100,110,0.02,0.75,1,8192,750,4004,0.458963965,0.319738209,12.29774929,-1.562250712
Hybrid,call,100,110,0.02,0.75,1,8192,750,4008,0.464143914,0.326131423,13.18200062,-0.6779993755
Hybrid,call,100,110,0.02,0.75,1,8192,750,8002,0.326594394,0.175845525,13.24914561,-0.6108543858
Hybrid,call,100,110,0.02,0.75,1,8192,750,8004,0.339170003,0.17116998,13.48571868,-0.3742813168
Hybrid,call,100,110,0.02,0.75,1,8192,750,8008,0.303263978,0.146606078,13.48642071,-0.3735792944
Hybrid,call,100,110,0.02,0.75,1,8192,1000,2002,0.925205671,0.792830173,14.07680642,0.2168064196
Hybrid,call,100,110,0.02,0.75,1,8192,1000,2004,0.905837094,0.772036368,15.09162098,1.231620975
Hybrid,call,100,110,0.02,0.75,1,8192,1000,2008,0.924840443,0.787019228,13.85794853,-0.002051467253
Hybrid,call,100,110,0.02,0.75,1,8192,1000,4002,0.545387626,0.406933204,14.52220733,0.6622073334
Hybrid,call,100,110,0.02,0.75,1,8192,1000,4004,0.532487764,0.390067155,14.40930614,0.5493061422
Hybrid,call,100,110,0.02,0.75,1,8192,1000,4008,0.572586462,0.437484066,13.73849912,-0.1215008797
Hybrid,call,100,110,0.02,0.75,1,8192,1000,8002,0.370951598,0.222565446,14.10777909,0.2477790947
Hybrid,call,100,110,0.02,0.75,1,8192,1000,8004,0.369559516,0.216422459,14.10802137,0.2480213717
Hybrid,call,100,110,0.02,0.75,1,8192,1000,8008,0.363277035,0.206737378,13.67841427,-0.1815857276
Hybrid,call,100,110,0.02,0.75,1,16384,50,2002,0.23008327,0.095884279,13.96253961,0.1025396066
Hybrid,call,100,110,0.02,0.75,1,16384,50,2004,0.207197924,0.079318408,13.93511639,0.07511639359
Hybrid,call,100,110,0.02,0.75,1,16384,50,2008,0.223824513,0.091808489,14.42449725,0.5644972458
Hybrid,call,100,110,0.02,0.75,1,16384,50,4002,0.182076948,0.041946318,14.13250271,0.2725027137
Hybrid,call,100,110,0.02,0.75,1,16384,50,4004,0.177001625,0.043688454,14.4085188,0.5485187957
Hybrid,call,100,110,0.02,0.75,1,16384,50,4008,0.183099711,0.044682412,13.63965237,-0.2203476333
Hybrid,call,100,110,0.02,0.75,1,16384,50,8002,0.17400632,0.021621974,13.72335546,-0.1366445409
Hybrid,call,100,110,0.02,0.75,1,16384,50,8004,0.173848599,0.027631771,13.77350176,-0.08649823808
Hybrid,call,100,110,0.02,0.75,1,16384,50,8008,0.179640425,0.027632823,13.79765466,-0.06234534208
Hybrid,call,100,110,0.02,0.75,1,16384,100,2002,0.283565765,0.158505239,13.81897798,-0.04102202049
Hybrid,call,100,110,0.02,0.75,1,16384,100,2004,0.287314236,0.161660986,13.92071263,0.06071262631
Hybrid,call,100,110,0.02,0.75,1,16384,100,2008,0.280250485,0.159263552,13.80648764,-0.0535123598
Hybrid,call,100,110,0.02,0.75,1,16384,100,4002,0.211030711,0.080026757,13.61035051,-0.2496494876
Hybrid,call,100,110,0.02,0.75,1,16384,100,4004,0.216225232,0.083652389,13.40145594,-0.4585440562
Hybrid,call,100,110,0.02,0.75,1,16384,100,4008,0.218502636,0.080314794,13.80517014,-0.05482986335
Hybrid,call,100,110,0.02,0.75,1,16384,100,8002,0.211178272,0.058718701,13.87615034,0.0161503357
Hybrid,call,100,110,0.02,0.75,1,16384,100,8004,0.192537298,0.04093314,13.88307294,0.02307293636
Hybrid,call,100,110,0.02,0.75,1,16384,100,8008,0.202414319,0.054565595,13.88839374,0.02839373715
Hybrid,call,100,110,0.02,0.75,1,16384,250,2002,0.529308784,0.397514008,13.7024809,-0.1575190961
Hybrid,call,100,110,0.02,0.75,1,16384,250,2004,0.51522486,0.387868943,13.93743611,0.07743610726
Hybrid,call,100,110,0.02,0.75,1,16384,250,2008,0.517582254,0.385648407,13.45729931,-0.4027006923
Hybrid,call,100,110,0.02,0.75,1,16384,250,4002,0.332067561,0.195807386,13.89007193,0.03007193341
Hybrid,call,100,110,0.02,0.75,1,16384,250,4004,0.331347513,0.194351727,14.73730366,0.8773036602
Hybrid,call,100,110,0.02,0.75,1,16384,250,4008,0.34561779,0.206533963,13.33938774,-0.5206122602
Hybrid,call,100,110,0.02,0.75,1,16384,250,8002,0.252697612,0.098603148,13.2056054,-0.6543945969
Hybrid,call,100,110,0.02,0.75,1,16384,250,8004,0.259146189,0.101615066,13.16943853,-0.6905614693
Hybrid,call,100,110,0.02,0.75,1,16384,250,8008,0.251791704,0.104376672,13.23504254,-0.6249574615
Hybrid,call,100,110,0.02,0.75,1,16384,500,2002,0.909430234,0.777814745,13.45055261,-0.409447389
Hybrid,call,100,110,0.02,0.75,1,16384,500,2004,0.931942873,0.801738528,14.29827273,0.438272726
Hybrid,call,100,110,0.02,0.75,1,16384,500,2008,0.92375275,0.78816456,13.68117992,-0.1788200778
Hybrid,call,100,110,0.02,0.75,1,16384,500,4002,0.535956585,0.393216568,14.24888863,0.3888886325
Hybrid,call,100,110,0.02,0.75,1,16384,500,4004,0.559159815,0.417976596,14.08254048,0.2225404821
Hybrid,call,100,110,0.02,0.75,1,16384,500,4008,0.553230581,0.414512471,14.07057554,0.210575536
Hybrid,call,100,110,0.02,0.75,1,16384,500,8002,0.366132933,0.218140665,13.56562029,-0.2943797098
Hybrid,call,100,110,0.02,0.75,1,16384,500,8004,0.356303124,0.205090802,14.38383573,0.5238357258
Hybrid,call,100,110,0.02,0.75,1,16384,500,8008,0.371382599,0.211634026,14.38444098,0.524440982
Hybrid,call,100,110,0.02,0.75,1,16384,750,2002,1.346664199,1.213093572,13.43255918,-0.4274408167
Hybrid,call,100,110,0.02,0.75,1,16384,750,2004,1.351021476,1.218288037,13.62298658,-0.2370134158
Hybrid,call,100,110,0.02,0.75,1,16384,750,2008,1.307861203,1.17750959,13.80276911,-0.05723088965
Hybrid,call,100,110,0.02,0.75,1,16384,750,4002,0.725373122,0.589219669,13.94157105,0.08157104582
Hybrid,call,100,110,0.02,0.75,1,16384,750,4004,0.734961473,0.59224959,13.38186458,-0.478135421
Hybrid,call,100,110,0.02,0.75,1,16384,750,4008,0.766805672,0.623426446,13.49232676,-0.3676732354
Hybrid,call,100,110,0.02,0.75,1,16384,750,8002,0.460485606,0.299169971,13.82866598,-0.03133401819
Hybrid,call,100,110,0.02,0.75,1,16384,750,8004,0.457555382,0.301791341,13.0881407,-0.771859298
Hybrid,call,100,110,0.02,0.75,1,16384,750,8008,0.483345527,0.325482759,13.65084914,-0.2091508588
Hybrid,call,100,110,0.02,0.75,1,16384,1000,2002,1.663688027,1.533907632,13.63010274,-0.2298972559
Hybrid,call,100,110,0.02,0.75,1,16384,1000,2004,1.648962395,1.518253835,13.66758938,-0.1924106176
Hybrid,call,100,110,0.02,0.75,1,16384,1000,2008,1.689603095,1.553400702,14.08415639,0.2241563896
Hybrid,call,100,110,0.02,0.75,1,16384,1000,4002,0.938763793,0.799297661,14.14383353,0.2838335303
Hybrid,call,100,110,0.02,0.75,1,16384,1000,4004,0.952993297,0.80966329,13.91466539,0.05466538541
Hybrid,call,100,110,0.02,0.75,1,16384,1000,4008,0.916997746,0.778990753,13.77103209,-0.08896791155
Hybrid,call,100,110,0.02,0.75,1,16384,1000,8002,0.561908152,0.408430718,13.3618551,-0.498144899
Hybrid,call,100,110,0.02,0.75,1,16384,1000,8004,0.553835394,0.399715143,13.34054924,-0.5194507612
Hybrid,call,100,110,0.02,0.75,1,16384,1000,8008,0.571390484,0.413576319,14.07286614,0.2128661382
Hybrid,call,100,110,0.02,0.75,1,65536,50,2002,0.4416524,0.312893056,13.29678243,-0.5632175667
Hybrid,call,100,110,0.02,0.75,1,65536,50,2004,0.456898313,0.320988488,13.11529527,-0.7447047325
Hybrid,call,100,110,0.02,0.75,1,65536,50,2008,0.432150459,0.30854674,13.57367009,-0.2863299117
Hybrid,call,100,110,0.02,0.75,1,65536,50,4002,0.30159896,0.15845037,13.51206094,-0.3479390608
Hybrid,call,100,110,0.02,0.75,1,65536,50,4004,0.299715853,0.158044735,13.33802284,-0.5219771646
Hybrid,call,100,110,0.02,0.75,1,65536,50,4008,0.318475319,0.183199615,13.44741381,-0.4125861872
Hybrid,call,100,110,0.02,0.75,1,65536,50,8002,0.255301103,0.102358863,13.8100228,-0.0499771976
Hybrid,call,100,110,0.02,0.75,1,65536,50,8004,0.235636023,0.086364117,13.71063847,-0.1493615336
Hybrid,call,100,110,0.02,0.75,1,65536,50,8008,0.256855941,0.113363068,13.56908211,-0.2909178859
Hybrid,call,100,110,0.02,0.75,1,65536,100,2002,0.748798478,0.624596034,13.66337319,-0.1966268074
Hybrid,call,100,110,0.02,0.75,1,65536,100,2004,0.76266017,0.63196125,13.94642307,0.08642307291
Hybrid,call,100,110,0.02,0.75,1,65536,100,2008,0.768783061,0.640349508,13.51305566,-0.3469443379
Hybrid,call,100,110,0.02,0.75,1,65536,100,4002,0.468375823,0.328364226,13.38872741,-0.471272588
Hybrid,call,100,110,0.02,0.75,1,65536,100,4004,0.468113852,0.33053885,13.73347594,-0.1265240579
Hybrid,call,100,110,0.02,0.75,1,65536,100,4008,0.526175673,0.389210298,13.8975062,0.0375062009
Hybrid,call,100,110,0.02,0.75,1,65536,100,8002,0.336782741,0.182101928,13.65110507,-0.2088949298
Hybrid,call,100,110,0.02,0.75,1,65536,100,8004,0.315108426,0.164462746,13.53058463,-0.3294153709
Hybrid,call,100,110,0.02,0.75,1,65536,100,8008,0.321295112,0.166338679,13.96437994,0.1043799437
Hybrid,call,100,110,0.02,0.75,1,65536,250,2002,1.678408068,1.544942128,13.51868581,-0.3413141859
Hybrid,call,100,110,0.02,0.75,1,65536,250,2004,1.671055563,1.538922214,13.83686766,-0.02313234339
Hybrid,call,100,110,0.02,0.75,1,65536,250,2008,1.711561853,1.5790466,13.22241599,-0.6375840065
Hybrid,call,100,110,0.02,0.75,1,65536,250,4002,0.944518029,0.807822432,13.51098211,-0.3490178855
Hybrid,call,100,110,0.02,0.75,1,65536,250,4004,0.932296123,0.795110661,13.58507509,-0.2749249102
Hybrid,call,100,110,0.02,0.75,1,65536,250,4008,0.929710974,0.79503112,14.12209243,0.2620924274
Hybrid,call,100,110,0.02,0.75,1,65536,250,8002,0.558494568,0.410793676,13.87570211,0.01570211411
Hybrid,call,100,110,0.02,0.75,1,65536,250,8004,0.571119322,0.417694674,13.99180443,0.1318044256
Hybrid,call,100,110,0.02,0.75,1,65536,250,8008,0.556983999,0.407537094,13.40099263,-0.4590073745
Hybrid,call,100,110,0.02,0.75,1,65536,500,2002,3.288286662,3.154479292,13.78156653,-0.07843346809
Hybrid,call,100,110,0.02,0.75,1,65536,500,2004,3.218791053,3.091000396,13.66808307,-0.1919169281
Hybrid,call,100,110,0.02,0.75,1,65536,500,2008,3.28336964,3.152860709,14.02317941,0.1631794092
Hybrid,call,100,110,0.02,0.75,1,65536,500,4002,1.700950635,1.564576292,13.42808962,-0.4319103822
Hybrid,call,100,110,0.02,0.75,1,65536,500,4004,1.700575292,1.562110023,13.88614728,0.02614728278
Hybrid,call,100,110,0.02,0.75,1,65536,500,4008,1.676089364,1.534817872,14.18051908,0.3205190773
Hybrid,call,100,110,0.02,0.75,1,65536,500,8002,0.959859817,0.809423544,13.79297797,-0.06702202542
Hybrid,call,100,110,0.02,0.75,1,65536,500,8004,0.931352382,0.777385493,13.49297109,-0.3670289095
Hybrid,call,100,110,0.02,0.75,1,65536,500,8008,0.936509827,0.784189152,13.8168837,-0.04311629796
Hybrid,call,100,110,0.02,0.75,1,65536,750,2002,4.805889919,4.681851011,13.49913919,-0.3608608053
Hybrid,call,100,110,0.02,0.75,1,65536,750,2004,4.799516103,4.666906521,13.89157125,0.03157124741
Hybrid,call,100,110,0.02,0.75,1,65536,750,2008,4.808985898,4.677160771,13.33137154,-0.528628462
Hybrid,call,100,110,0.02,0.75,1,65536,750,4002,2.503121918,2.364149877,13.95717106,0.09717105755
Hybrid,call,100,110,0.02,0.75,1,65536,750,4004,2.481122933,2.338970763,13.7753114,-0.08468859663
Hybrid,call,100,110,0.02,0.75,1,65536,750,4008,2.488718867,2.346365914,13.70869811,-0.1513018865
Hybrid,call,100,110,0.02,0.75,1,65536,750,8002,1.355965228,1.195165787,13.77591165,-0.08408835447
Hybrid,call,100,110,0.02,0.75,1,65536,750,8004,1.358013713,1.203759195,13.69933367,-0.160666332
Hybrid,call,100,110,0.02,0.75,1,65536,750,8008,1.378718589,1.218402761,13.8014859,-0.05851409951
Hybrid,call,100,110,0.02,0.75,1,65536,1000,2002,6.337764478,6.203386602,13.596145,-0.2638550014
Hybrid,call,100,110,0.02,0.75,1,65536,1000,2004,6.398499064,6.264079583,13.71114935,-0.1488506486
Hybrid,call,100,110,0.02,0.75,1,65536,1000,2008,6.399189457,6.264347003,14.08969391,0.2296939104
Hybrid,call,100,110,0.02,0.75,1,65536,1000,4002,3.332730434,3.189692121,13.66150722,-0.1984927819
Hybrid,call,100,110,0.02,0.75,1,65536,1000,4004,3.23596062,3.092218776,13.57639883,-0.2836011711
Hybrid,call,100,110,0.02,0.75,1,65536,1000,4008,3.227431951,3.086938153,13.6699543,-0.190045698
Hybrid,call,100,110,0.02,0.75,1,65536,1000,8002,1.766594697,1.611109546,14.04251009,0.1825100923
Hybrid,call,100,110,0.02,0.75,1,65536,1000,8004,1.716462503,1.568089515,13.85593906,-0.004060935841
Hybrid,call,100,110,0.02,0.75,1,65536,1000,8008,1.780773636,1.625401432,14.02787002,0.167870018
Hybrid,call,100,110,0.02,0.75,1,131072,50,2002,0.775742461,0.647754465,13.46427059,-0.3957294087
Hybrid,call,100,110,0.02,0.75,1,131072,50,2004,0.756975156,0.628942948,13.46513072,-0.3948692786
Hybrid,call,100,110,0.02,0.75,1,131072,50,2008,0.769868,0.641141144,13.47206929,-0.3879307094
Hybrid,call,100,110,0.02,0.75,1,131072,50,4002,0.453460273,0.316092264,13.66746778,-0.1925322206
Hybrid,call,100,110,0.02,0.75,1,131072,50,4004,0.474721,0.337780579,13.39488339,-0.4651166056
Hybrid,call,100,110,0.02,0.75,1,131072,50,4008,0.457483688,0.316929097,13.56435939,-0.2956406137
Hybrid,call,100,110,0.02,0.75,1,131072,50,8002,0.345427088,0.188424196,13.61099341,-0.2490065933
Hybrid,call,100,110,0.02,0.75,1,131072,50,8004,0.361796272,0.176366684,13.70839845,-0.1516015455
Hybrid,call,100,110,0.02,0.75,1,131072,50,8008,0.347104909,0.166887643,13.77413333,-0.08586667251
Hybrid,call,100,110,0.02,0.75,1,131072,100,2002,1.386334127,1.249798634,13.68465133,-0.1753486661
Hybrid,call,100,110,0.02,0.75,1,131072,100,2004,1.402398817,1.27061096,13.39083703,-0.4691629726
