Method,Payoff,S0,E,r,sigma,T,N,M,Parallel,T_overall,T_calculation,Result,Error
Hybrid,call,100,110,0.02,0.75,1,1000,1000,50050,0.460147678,0.040452453,26.96733876,0.3545449191
Hybrid,call,100,110,0.02,0.75,1,10000,200,1001,0.345034921,0.222773633,26.812691,0.1998971618
Hybrid,call,100,110,0.02,0.75,1,10000,200,10010,0.185929743,0.025866393,26.80280299,0.1900091496
Hybrid,call,100,110,0.02,0.75,1,10000,200,25025,0.224274849,0.019420326,27.03203179,0.4192379482
Hybrid,call,100,110,0.02,0.75,1,10000,200,50050,0.443995933,0.03704749,28.79982598,2.187032139
Hybrid,call,100,110,0.02,0.75,1,10000,1000,1001,1.194622973,1.073982121,26.17030249,-0.4424913478
Hybrid,call,100,110,0.02,0.75,1,10000,1000,10010,0.293942949,0.131667634,26.57195851,-0.0408353277
Hybrid,call,100,110,0.02,0.75,1,10000,1000,25025,0.287063074,0.068911286,26.54896502,-0.06382882044
Hybrid,call,100,110,0.02,0.75,1,10000,1000,50050,0.464821035,0.087909243,27.7419729,1.129179065
Hybrid,call,100,110,0.02,0.75,1,25000,200,1001,0.683195499,0.562192898,26.53224145,-0.08055239456
Hybrid,call,100,110,0.02,0.75,1,25000,200,10010,0.239526341,0.081596845,26.62828529,0.01549144915
Hybrid,call,100,110,0.02,0.75,1,25000,200,25025,0.226742009,0.036305177,26.3997875,-0.21300634
Hybrid,call,100,110,0.02,0.75,1,25000,200,50050,0.486484957,0.061030387,27.15095316,0.5381593154
Hybrid,call,100,110,0.02,0.75,1,25000,1000,1001,2.838778468,2.717862663,26.12459923,-0.4881946101
Hybrid,call,100,110,0.02,0.75,1,25000,1000,10010,0.470637564,0.305808434,26.6646134,0.05181955664
Hybrid,call,100,110,0.02,0.75,1,25000,1000,25025,0.385571123,0.175841806,26.24962641,-0.3631674346
Hybrid,call,100,110,0.02,0.75,1,25000,1000,50050,0.626650758,0.190356585,26.47908695,-0.1337068936
Hybrid,call,100,110,0.02,0.75,1,50000,200,1001,1.247058413,1.125950616,26.39897292,-0.213820922
Hybrid,call,100,110,0.02,0.75,1,50000,200,10010,0.287544322,0.125334779,26.48810753,-0.1246863105
Hybrid,call,100,110,0.02,0.75,1,50000,200,25025,0.27717172,0.071324872,27.63949006,1.026696223
Hybrid,call,100,110,0.02,0.75,1,50000,200,50050,0.504445519,0.108997499,27.62722173,1.01442789
Hybrid,call,100,110,0.02,0.75,1,50000,1000,1001,5.549418061,5.429746035,26.41203127,-0.2007625721
Hybrid,call,100,110,0.02,0.75,1,50000,1000,10010,0.758932843,0.597925501,26.14400892,-0.4687849214
Hybrid,call,100,110,0.02,0.75,1,50000,1000,25025,0.562726529,0.345271518,26.62832626,0.01553241798
Hybrid,call,100,110,0.02,0.75,1,50000,1000,50050,0.737235929,0.334655414,26.66343912,0.05064527504
Hybrid,call,100,110,0.02,0.75,1,75000,200,1001,1.782306699,1.661988132,26.47218234,-0.1406115012
Hybrid,call,100,110,0.02,0.75,1,75000,200,10010,0.359039261,0.200394667,26.33905863,-0.2737352113
Hybrid,call,100,110,0.02,0.75,1,75000,200,25025,0.341321976,0.10451036,26.54171026,-0.07108357623
Hybrid,call,100,110,0.02,0.75,1,75000,200,50050,0.575310463,0.121712366,26.78677748,0.1739836409
Hybrid,call,100,110,0.02,0.75,1,75000,1000,1001,8.192155803,8.070276578,26.19404198,-0.4187518642
Hybrid,call,100,110,0.02,0.75,1,75000,1000,10010,1.077167472,0.920394515,26.07702879,-0.5357650524
