Method,Payoff,S0,E,r,sigma,T,N,M,Parallel,T_overall,T_calculation,Result,Error
OMP,put,100,110,0.02,0.75,1,131072,750,64,0.706172736,0.706157217,22.78230601,0.1223060085
OMP,put,100,110,0.02,0.75,1,131072,1000,1,24.54374239,24.54373414,22.73545176,0.07545175932
OMP,put,100,110,0.02,0.75,1,131072,1000,2,12.2850552,12.28503385,22.53540733,-0.1245926713
OMP,put,100,110,0.02,0.75,1,131072,1000,4,6.222198134,6.222185147,22.59536696,-0.06463304079
OMP,put,100,110,0.02,0.75,1,131072,1000,8,3.189723627,3.189711271,22.49551359,-0.1644864068
OMP,put,100,110,0.02,0.75,1,131072,1000,16,1.708667157,1.708654321,22.24749632,-0.4125036781
OMP,put,100,110,0.02,0.75,1,131072,1000,32,1.028684346,1.02866963,22.54023537,-0.1197646321
OMP,put,100,110,0.02,0.75,1,131072,1000,64,0.978847576,0.978837287,22.52196912,-0.1380308761
MPI,put,100,110,0.02,0.75,1,1024,50,1,0.140093768,0.012037726,21.1952774,-1.4647226
MPI,put,100,110,0.02,0.75,1,1024,50,2,0.13545072,0.006440802,22.17888916,-0.4811108436
MPI,put,100,110,0.02,0.75,1,1024,50,4,0.143381664,0.004400471,22.06219712,-0.5978028833
MPI,put,100,110,0.02,0.75,1,1024,50,8,0.195783978,0.001468703,23.11881976,0.4588197556
MPI,put,100,110,0.02,0.75,1,1024,50,16,0.223159003,0.001243102,23.17301641,0.513016412
MPI,put,100,110,0.02,0.75,1,1024,50,32,0.344631855,0.000946456,21.97815291,-0.6818470864
MPI,put,100,110,0.02,0.75,1,1024,50,64,0.599378844,0.016499361,22.49466851,-0.1653314928
MPI,put,100,110,0.02,0.75,1,1024,100,1,0.137675001,0.018333424,22.2946507,-0.3653493023
MPI,put,100,110,0.02,0.75,1,1024,100,2,0.143022088,0.013346925,22.10854554,-0.5514544574
MPI,put,100,110,0.02,0.75,1,1024,100,4,0.146358976,0.008854362,22.89811055,0.2381105509
MPI,put,100,110,0.02,0.75,1,1024,100,8,0.154512734,0.004409759,21.34968126,-1.310318741
MPI,put,100,110,0.02,0.75,1,1024,100,16,0.206238878,0.001902414,22.77632637,0.1163263702
MPI,put,100,110,0.02,0.75,1,1024,100,32,0.336755366,0.001340786,22.34551169,-0.3144883122
MPI,put,100,110,0.02,0.75,1,1024,100,64,0.599814999,0.011596728,23.5018453,0.8418452966
MPI,put,100,110,0.02,0.75,1,1024,250,1,0.166379953,0.046586677,22.72119504,0.06119503756
MPI,put,100,110,0.02,0.75,1,1024,250,2,0.153925854,0.027812108,23.05907381,0.3990738123
MPI,put,100,110,0.02,0.75,1,1024,250,4,0.153723755,0.016783184,23.08855727,0.428557266
